 File Processing  
Binary Search Tree
==================
Insert 40	40 
Insert 11	11 40 
Insert 77	11 40 77 
Insert 33	11 33 40 77 
Insert 20	11 20 33 40 77 
Insert 90	11 20 33 40 77 90 
Insert 99	11 20 33 40 77 90 99 
Insert 70	11 20 33 40 70 77 90 99 
Insert 88	11 20 33 40 70 77 88 90 99 
Insert 80	11 20 33 40 70 77 80 88 90 99 
Insert 66	11 20 33 40 66 70 77 80 88 90 99 
Insert 10	10 11 20 33 40 66 70 77 80 88 90 99 
Insert 22	10 11 20 22 33 40 66 70 77 80 88 90 99 
Insert 30	10 11 20 22 30 33 40 66 70 77 80 88 90 99 
Insert 44	10 11 20 22 30 33 40 44 66 70 77 80 88 90 99 
Insert 55	10 11 20 22 30 33 40 44 55 66 70 77 80 88 90 99 
Insert 50	10 11 20 22 30 33 40 44 50 55 66 70 77 80 88 90 99 
Insert 60	10 11 20 22 30 33 40 44 50 55 60 66 70 77 80 88 90 99 
Insert 100	10 11 20 22 30 33 40 44 50 55 60 66 70 77 80 88 90 99 100 
Delete 40	10 11 20 22 30 33 44 50 55 60 66 70 77 80 88 90 99 100 
Delete 11	10 20 22 30 33 44 50 55 60 66 70 77 80 88 90 99 100 
Delete 77	10 20 22 30 33 44 50 55 60 66 70 80 88 90 99 100 
Delete 33	10 20 22 30 44 50 55 60 66 70 80 88 90 99 100 
Delete 20	10 22 30 44 50 55 60 66 70 80 88 90 99 100 
Delete 90	10 22 30 44 50 55 60 66 70 80 88 99 100 
Delete 99	10 22 30 44 50 55 60 66 70 80 88 100 
Delete 70	10 22 30 44 50 55 60 66 80 88 100 
Delete 88	10 22 30 44 50 55 60 66 80 100 
Delete 80	10 22 30 44 50 55 60 66 100 
Delete 66	10 22 30 44 50 55 60 100 
Delete 10	22 30 44 50 55 60 100 
Delete 22	30 44 50 55 60 100 
Delete 30	44 50 55 60 100 
Delete 44	50 55 60 100 
Delete 55	50 60 100 
Delete 50	60 100 
Delete 60	100 
Delete 100	
Insert 40	40 
Insert 11	11 40 
Insert 77	11 40 77 
Insert 33	11 33 40 77 
Insert 20	11 20 33 40 77 
Insert 90	11 20 33 40 77 90 
Insert 99	11 20 33 40 77 90 99 
Insert 70	11 20 33 40 70 77 90 99 
Insert 88	11 20 33 40 70 77 88 90 99 
Insert 80	11 20 33 40 70 77 80 88 90 99 
Insert 66	11 20 33 40 66 70 77 80 88 90 99 
Insert 10	10 11 20 33 40 66 70 77 80 88 90 99 
Insert 22	10 11 20 22 33 40 66 70 77 80 88 90 99 
Insert 30	10 11 20 22 30 33 40 66 70 77 80 88 90 99 
Insert 44	10 11 20 22 30 33 40 44 66 70 77 80 88 90 99 
Insert 55	10 11 20 22 30 33 40 44 55 66 70 77 80 88 90 99 
Insert 50	10 11 20 22 30 33 40 44 50 55 66 70 77 80 88 90 99 
Insert 60	10 11 20 22 30 33 40 44 50 55 60 66 70 77 80 88 90 99 
Insert 100	10 11 20 22 30 33 40 44 50 55 60 66 70 77 80 88 90 99 100 
Delete 100	10 11 20 22 30 33 40 44 50 55 60 66 70 77 80 88 90 99 
Delete 60	10 11 20 22 30 33 40 44 50 55 66 70 77 80 88 90 99 
Delete 50	10 11 20 22 30 33 40 44 55 66 70 77 80 88 90 99 
Delete 55	10 11 20 22 30 33 40 44 66 70 77 80 88 90 99 
Delete 44	10 11 20 22 30 33 40 66 70 77 80 88 90 99 
Delete 30	10 11 20 22 33 40 66 70 77 80 88 90 99 
Delete 22	10 11 20 33 40 66 70 77 80 88 90 99 
Delete 10	11 20 33 40 66 70 77 80 88 90 99 
Delete 66	11 20 33 40 70 77 80 88 90 99 
Delete 80	11 20 33 40 70 77 88 90 99 
Delete 88	11 20 33 40 70 77 90 99 
Delete 70	11 20 33 40 77 90 99 
Delete 99	11 20 33 40 77 90 
Delete 90	11 20 33 40 77 
Delete 20	11 33 40 77 
Delete 33	11 40 77 
Delete 77	11 40 
Delete 11	40 
Delete 40	
